Symbol,Name,Country,Sector,Industry
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,United States,Finance,Investment Managers
RNR,RenaissanceRe Holdings Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers
ROG,Rogers Corporation Common Stock,United States,Industrials,Major Chemicals
ROK,Rockwell Automation Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ROL,Rollins Inc. Common Stock,United States,Finance,Diversified Commercial Services
ROP,Roper Technologies Inc. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
ROSS,Ross Acquisition Corp II Class A Ordinary Shares,,Finance,Blank Checks
RPM,RPM International Inc. Common Stock,United States,Consumer Discretionary,Paints/Coatings
RPT,RPT Realty Common Stock,United States,Real Estate,Real Estate Investment Trusts
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,United States,Finance,Trusts Except Educational Religious and Charitable
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares,,Finance,Blank Checks
RRC,Range Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
RRX,Regal Rexnord Corporation Common Stock,United States,Consumer Discretionary,Metal Fabrications
RS,Reliance Steel & Aluminum Co. Common Stock (DE),United States,Industrials,Metal Fabrications
RSF,RiverNorth Capital and Income Fund Common Stock,,Finance,Investment Managers
RSG,Republic Services Inc. Common Stock,United States,Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Riskified Ltd. Class A Ordinary Shares,,Technology,EDP Services
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),,Consumer Discretionary,Other Consumer Services
RTX,Raytheon Technologies Corporation Common Stock,United States,Industrials,Aerospace
RVLV,Revolve Group Inc. Class A Common Stock,,Consumer Discretionary,Catalog/Specialty Distribution
RVT,Royce Value Trust Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
RVTY,Revvity Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
RWT,Redwood Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
RXO,RXO Inc. Common Stock,,,
RY,Royal Bank Of Canada Common Stock,Canada,,
RYAM,Rayonier Advanced Materials Inc. Common Stock,United States,Basic Materials,Paper
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,United States,Finance,Specialty Insurers
RYI,Ryerson Holding Corporation Common Stock,United States,Industrials,Metal Fabrications
RYN,Rayonier Inc. REIT Common Stock,United States,Real Estate,Real Estate Investment Trusts
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,United States,Finance,Life Insurance
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,United States,Finance,Life Insurance
S,SentinelOne Inc. Class A Common Stock,United States,Technology,EDP Services
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Canada,,
SAFE,Safehold Inc. New Common Stock ,,Real Estate,Real Estate Investment Trusts
SAH,Sonic Automotive Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,,Technology,EDP Services
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,United States,Finance,Investment Managers
SAM,Boston Beer Company Inc. (The) Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
SAN,Banco Santander S.A. Sponsored ADR (Spain),Spain,Finance,Commercial Banks
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Canada,Basic Materials,Precious Metals
SAP,SAP  SE ADS,Germany,Technology,Computer Software: Prepackaged Software
SAR,Saratoga Investment Corp New,United States,Finance,Investment Managers
SAT,Saratoga Investment Corp 6.00% Notes due 2027,United States,Finance,Investment Managers
SAVE,Spirit Airlines Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SAY,Saratoga Investment Corp 8.125% Notes due 2027,United States,Finance,Investment Managers
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,United States,Finance,Investment Managers
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Monaco,Consumer Discretionary,Marine Transportation
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,Monaco,Consumer Discretionary,Marine Transportation
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,United States,Miscellaneous,Diversified Commercial Services
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,United States,Finance,Finance/Investors Services
SBOW,SilverBow Resorces Inc. Common Stock,,Energy,Oil & Gas Production
SBR,Sabine Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Brazil,Utilities,Water Supply
SBSW,D/B/A Sibanye-Stillwater Limited ADS,,Basic Materials,Precious Metals
SBXC,SilverBox Corp III Class A Common Stock,,Finance,Blank Checks
SCCO,Southern Copper Corporation Common Stock,United States,Basic Materials,Metal Mining
SCD,LMP Capital and Income Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
SCHW,Charles Schwab Corporation (The) Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SCI,Service Corporation International Common Stock,United States,Consumer Discretionary,Other Consumer Services
SCL,Stepan Company Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
SCM,Stellus Capital Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
SCS,Steelcase Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
SCU,Sculptor Capital Management Inc. Class A Common Stock,United States,Finance,Investment Managers
SCX,L.S. Starrett Company (The) Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SD,SandRidge Energy Inc. Common Stock,,Energy,Oil & Gas Production
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,,Finance,Finance/Investors Services
SDRL,Seadrill Limited Common Shares,,Energy,Oil & Gas Production
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,United States,Consumer Discretionary,Other Consumer Services
SEAS,SeaWorld Entertainment Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares,,Finance,Blank Checks
SEE,Sealed Air Corporation Common Stock,United States,Industrials,Major Chemicals
SEM,Select Medical Holdings Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A Common Stock,,Technology,EDP Services
SES,SES AI Corporation Class A Common Stock,,Consumer Discretionary,Auto Parts:O.E.M.
SF,Stifel Financial Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,United States,Finance,Investment Bankers/Brokers/Service
SFBS,ServisFirst Bancshares Inc. Common Stock,United States,Finance,Major Banks
SFL,SFL Corporation Ltd,Bermuda,Consumer Discretionary,Marine Transportation
SG,Sweetgreen Inc. Class A Common Stock,,Consumer Discretionary,Restaurants
SGHC,Super Group (SGHC) Limited Ordinary Shares,,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGU,Star Group L.P. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SHAK,Shake Shack Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
SHAP,Spree Acquisition Corp. 1 Limited Class A Ordinary Shares,,Consumer Discretionary,Business Services
SHCO,Soho House & Co Inc. Class A Common Stock,,Consumer Discretionary,Hotels/Resorts
SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Netherlands,Energy,Oil & Gas Production
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,South Korea,Finance,Major Banks
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States,Real Estate,Real Estate Investment Trusts
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,,
SHPW,Shapeways Holdings Inc. Common Stock,,Consumer Discretionary,Miscellaneous manufacturing industries
SHW,Sherwin-Williams Company (The) Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
SID,Companhia Siderurgica Nacional S.A. Common Stock,Brazil,Industrials,Steel/Iron Ore
SIG,Signet Jewelers Limited Common Shares,Bermuda,Consumer Discretionary,Consumer Specialties
SII,Sprott Inc. Common Shares,,,
SITC,SITE Centers Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SITE,SiteOne Landscape Supply Inc. Common Stock,United States,Consumer Discretionary,Professional and commerical equipment
SIX,Six Flags Entertainment Corporation New Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SJM,J.M. Smucker Company (The) New Common Stock,United States,Consumer Staples,Packaged Foods
SJT,San Juan Basin Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
SJW,SJW Group Common Stock (DE),United States,Utilities,Water Supply
SKE,Skeena Resources Limited Common Shares,,,
SKIL,Skillsoft Corp. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
SKLZ,Skillz Inc. Class A Common Stock,,Technology,EDP Services
SKM,SK Telecom Co. Ltd. Common Stock,South Korea,Telecommunications,Telecommunications Equipment
SKT,Tanger Factory Outlet Centers Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
SLB,Schlumberger N.V. Common Stock,France,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLF,Sun Life Financial Inc. Common Stock,Canada,Finance,Life Insurance
SLG,SL Green Realty Corp Common Stock,United States,Real Estate,Real Estate Investment Trusts
SLGN,Silgan Holdings Inc. Common Stock,United States,Industrials,Containers/Packaging
SLQT,SelectQuote Inc. Common Stock,,Finance,Specialty Insurers
SLVM,Sylvamo Corporation Common Stock,United States,Basic Materials,Paper
SM,SM Energy Company Common Stock,United States,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,United States,Technology,EDP Services
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Japan,Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States,Industrials,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,,Consumer Discretionary,Marine Transportation
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,United States,Utilities,Natural Gas Distribution
SMP,Standard Motor Products Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
SMR,NuScale Power Corporation Class A Common Stock,,Industrials,Electrical Products
SMRT,SmartRent Inc. Class A Common Stock,United States,Technology,EDP Services
SMWB,Similarweb Ltd. Ordinary Shares,,Technology,Computer Software: Programming Data Processing
SNA,Snap-On Incorporated Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SNAP,Snap Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
SNDA,Sonida Senior Living Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
SNDR,Schneider National Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
SNN,Smith & Nephew SNATS Inc. Common Stock,United Kingdom,Health Care,Industrial Specialties
SNOW,Snowflake Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp. Common Stock,United States,Finance,Major Banks
SNX,TD SYNNEX Corporation Common Stock,United States,Technology,EDP Services
SO,Southern Company (The) Common Stock,United States,Utilities,Power Generation
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,United States,Industrials,Metal Fabrications
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,United States,Utilities,Power Generation
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,United States,Utilities,Power Generation
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,United States,Basic Materials,Metal Mining
SOL,Emeren Group Ltd American Depositary Shares each representing 10 shares,China,Technology,Semiconductors
SON,Sonoco Products Company Common Stock,United States,Consumer Discretionary,Containers/Packaging
SONX,Sonendo Inc. Common Stock,,Health Care,Medical/Dental Instruments
SONY,Sony Group Corporation American Depositary Shares ,Japan,Consumer Staples,Consumer Electronics/Appliances
SOR,Source Capital Inc. Common Stock,United States,Finance,Investment Managers
SOS,SOS Limited American Depositary Shares,,Finance,Finance: Consumer Services
SPB,Spectrum Brands Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
SPCE,Virgin Galactic Holdings Inc. Common Stock,,Consumer Discretionary,Transportation Services
SPE,Special Opportunities Fund Inc Common Stock,United States,Finance,Finance/Investors Services
SPG,Simon Property Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SPGI,S&P Global Inc. Common Stock,United States,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SPHR,Sphere Entertainment Co. Class A Common Stock,,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,Spire Global Inc. Class A Common Stock,,Consumer Discretionary,Telecommunications Equipment
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,United States,Industrials,Industrial Specialties
SPNT,SiriusPoint Ltd. Common Shares,,Finance,Property-Casualty Insurers
SPOT,Spotify Technology S.A. Ordinary Shares,Luxembourg,Consumer Discretionary,Broadcasting
SPR,Spirit Aerosystems Holdings Inc. Common Stock,United States,Industrials,Military/Government/Technical
SPRU,Spruce Power Holding Corporation Class A Common Stock,,Consumer Discretionary,Auto Parts:O.E.M.
SPXC,SPX Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,United States,Finance,Trusts Except Educational Religious and Charitable
SQ,Block Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A. Common Stock,Chile,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A. American Depositary Shares,France,Technology,Semiconductors
SQSP,Squarespace Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
SQZ,SQZ Biotechnologies Company Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
SR,Spire Inc. Common Stock,United States,Utilities,Oil/Gas Transmission
SRC,Spirit Realty Capital Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SRE,DBA Sempra Common Stock,United States,Utilities,Oil/Gas Transmission
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,United States,Consumer Discretionary,Professional Services
SRG,Seritage Growth Properties Class A Common Stock,United States,Finance,Real Estate
SRI,Stoneridge Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,Canada,Consumer Discretionary,Professional Services
SRT,StarTek Inc. Common Stock,United States,Consumer Discretionary,Business Services
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
SSD,Simpson Manufacturing Company Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SSL,Sasol Ltd. American Depositary Shares,South Africa,Energy,Oil & Gas Production
SST,System1 Inc. Class A Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
SSTK,Shutterstock Inc. Common Stock,United States,Technology,EDP Services
SSU,SIGNA Sports United N.V. Ordinary Share,,Consumer Discretionary,Other Specialty Stores
ST,Sensata Technologies Holding plc Ordinary Shares,Netherlands,Industrials,Industrial Machinery/Components
STAG,Stag Industrial Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
STC,Stewart Information Services Corporation Common Stock,United States,Finance,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,United States,Health Care,Industrial Specialties
STEM,Stem Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
STEW,SRH Total Return Fund Inc. Common Stock,United States,Finance,Investment Managers
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,,Consumer Discretionary,Educational Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,United States,Finance,Investment Managers
STLA,Stellantis N.V. Common Shares,United Kingdom,Consumer Discretionary,Auto Manufacturing
STM,STMicroelectronics N.V. Common Stock,Switzerland,Technology,Semiconductors
STN,Stantec Inc Common Stock,Canada,Consumer Discretionary,Military/Government/Technical
STNG,Scorpio Tankers Inc. Common Shares,Monaco,Consumer Discretionary,Marine Transportation
STR,Sitio Royalties Corp. Class A Common Stock,United States,Energy,Oil & Gas Production
STT,State Street Corporation Common Stock,United States,Finance,Major Banks
STVN,Stevanato Group S.p.A. Ordinary Shares,,Consumer Discretionary,Containers/Packaging
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,Real Estate,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,Canada,,
SUI,Sun Communities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,United States,Energy,Integrated oil Companies
SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,United States,Finance,Diversified Financial Services
SUP,Superior Industries International Inc. Common Stock (DE),United States,Consumer Discretionary,Auto Parts:O.E.M.
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,Finance,Commercial Banks
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),,Basic Materials,Paper
SWI,SolarWinds Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SWN,Southwestern Energy Company Common Stock,United States,Energy,Oil & Gas Production
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States,Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,United States,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,United States,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,United States,Industrials,Major Chemicals
SYF,Synchrony Financial Common Stock,United States,Finance,Finance: Consumer Services
SYK,Stryker Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
SYY,Sysco Corporation Common Stock,United States,Consumer Discretionary,Food Distributors
T,AT&T Inc.,United States,Telecommunications,Telecommunications Equipment
TAC,TransAlta Corporation Ordinary Shares,Canada,Utilities,Electric Utilities: Central
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,China,Consumer Discretionary,Educational Services
TALO,Talos Energy Inc. Common Stock,,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,Consumer Staples,Beverages (Production/Distribution)
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,Telecommunications,Telecommunications Equipment
TBC,AT&T Inc. 5.625% Global Notes due 2067,United States,Telecommunications,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,United States,Consumer Discretionary,Professional Services
TCI,Transcontinental Realty Investors Inc. Common Stock,United States,Finance,Real Estate
TCN,Tricon Residential Inc. Common Shares,,,
TCOA,Trajectory Alpha Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
TCS,Container Store (The) Common Stock,,Consumer Discretionary,Home Furnishings
TD,Toronto Dominion Bank (The) Common Stock,Canada,,
TDC,Teradata Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,,Technology,EDP Services
TDF,Templeton Dragon Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,United States,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,United States,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,United States,Telecommunications,Telecommunications Equipment
TDW,Tidewater Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,United States,Industrials,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,,Finance,Trusts Except Educational Religious and Charitable
TECK,Teck Resources Ltd Ordinary Shares,Canada,,
TEF,Telefonica SA Common Stock,Spain,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,Finance,Finance Companies
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Switzerland,Technology,Industrial Machinery/Components
TEO,Telecom Argentina SA,Argentina,Telecommunications,Telecommunications Equipment
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,United States,Finance,Major Banks
TFII,TFI International Inc. Common Shares,,Industrials,Trucking Freight/Courier Services
TFPM,Triple Flag Precious Metals Corp. Common Shares,,Industrials,Precious Metals
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,,,
TFX,Teleflex Incorporated Common Stock,United States,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,United States,Industrials,Metal Fabrications
TGH,Textainer Group Holdings Limited Common Shares,Bermuda,Consumer Discretionary,Diversified Commercial Services
TGI,Triumph Group Inc. Common Stock,United States,Industrials,Aerospace
TGLS,Tecnoglass Inc. Ordinary Shares,Colombia,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,United States,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Argentina,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,United States,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,United States,Industrials,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,United States,Energy,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,,Telecommunications,Telecommunications Equipment
TISI,Team Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,,
TJX,TJX Companies Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Common Stock,Bermuda,Consumer Discretionary,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,Telecommunications,Telecommunications Equipment
TKR,Timken Company (The) Common Stock,United States,Industrials,Metal Fabrications
TLGA,TLG Acquisition One Corp. Class A Common Stock,,Miscellaneous,Industrial Machinery/Components
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,Telecommunications,Telecommunications Equipment
TLYS,Tilly's Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,Japan,Consumer Discretionary,Auto Manufacturing
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,Industrials,Industrial Machinery/Components
TMST,TimkenSteel Corporation Common Shares,United States,Industrials,Steel/Iron Ore
TNC,Tennant Company Common Stock,United States,Industrials,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,,Consumer Discretionary,Business Services
TNK,Teekay Tankers Ltd.,Bermuda,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,Consumer Discretionary,Hotels/Resorts
TNP,Tsakos Energy Navigation Ltd Common Shares,Greece,Consumer Discretionary,Marine Transportation
TOL,Toll Brothers Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
TOST,Toast Inc. Class A Common Stock,,Technology,EDP Services
TPB,Turning Point Brands Inc. Common Stock,United States,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,United States,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPH,Tri Pointe Homes Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,United States,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,United States,Consumer Discretionary,Apparel
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,Real Estate,Real Estate Investment Trusts
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,,Consumer Discretionary,Other Consumer Services
TPX,Tempur Sealy International Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,United States,Finance,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,United States,Consumer Staples,Specialty Foods
TRC,Tejon Ranch Co Common Stock,United States,Finance,Real Estate
TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,,Finance,Blank Checks
TREX,Trex Company Inc. Common Stock,United States,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,United States,Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corp Ordinary Shares,United States,Consumer Discretionary,Publishing
TRIS,Tristar Acquisition I Corp. Class A Ordinary Shares,,Finance,Blank Checks
TRN,Trinity Industries Inc. Common Stock,United States,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,United States,Finance,Real Estate
TROX,Tronox Holdings plc Ordinary Shares (UK),United States,Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,Canada,,
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,,Finance,Blank Checks
TRTN,Triton International Limited Common Shares,,Consumer Discretionary,Diversified Commercial Services
TRTX,TPG RE Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
TRU,TransUnion Common Stock,United States,Finance,Finance: Consumer Services
TRV,The Travelers Companies Inc. Common Stock,United States,Finance,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,Luxembourg,Industrials,Steel/Iron Ore
TSE,Trinseo PLC Ordinary Shares ,,Industrials,Major Chemicals
TSI,TCW Strategic Income Fund Inc. Common Stock,United States,Finance,Investment Managers
TSLX,Sixth Street Specialty Lending Inc. Common Stock,,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
TSQ,Townsquare Media Inc. Class A Common Stock,United States,Consumer Discretionary,Advertising
TT,Trane Technologies plc,Ireland,Industrials,Auto Parts:O.E.M.
TTC,Toro Company (The) Common Stock,United States,Consumer Discretionary,Tools/Hardware
TTE,TotalEnergies SE,France,Energy,Oil & Gas Production
TTI,Tetra Technologies Inc. Common Stock,United States,Energy,Oil & Gas Production
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
